Date,Exchange Rate,Log-Return,Absolute LR
4-Jan-71,3.6434,,
5-Jan-71,3.645,0.000439054,0.000439054
6-Jan-71,3.6439,-0.000301829,0.000301829
7-Jan-71,3.6433,-0.000164672,0.000164672
8-Jan-71,3.6424,-0.000247059,0.000247059
11-Jan-71,3.6414,-0.000274582,0.000274582
12-Jan-71,3.6416,5.49E-05,5.49224E-05
13-Jan-71,3.6402,-0.00038452,0.00038452
14-Jan-71,3.639,-0.000329707,0.000329707
15-Jan-71,3.6383,-0.000192379,0.000192379
18-Jan-71,3.6364,-0.000522358,0.000522358
19-Jan-71,3.6367,8.25E-05,8.24958E-05
20-Jan-71,3.6327,-0.001100504,0.001100504
21-Jan-71,3.6315,-0.000330387,0.000330387
22-Jan-71,3.6309,-0.000165235,0.000165235
25-Jan-71,3.6301,-0.000220355,0.000220355
26-Jan-71,3.6302,2.75E-05,2.75471E-05
27-Jan-71,3.6302,0,0
28-Jan-71,3.6307,0.000137724,0.000137724
29-Jan-71,3.6312,0.000137705,0.000137705
1-Feb-71,3.6323,0.000302884,0.000302884
2-Feb-71,3.6325,5.51E-05,0.00005506
3-Feb-71,3.6307,-0.000495649,0.000495649
4-Feb-71,3.6306,-2.75E-05,2.75433E-05
5-Feb-71,3.6309,8.26E-05,8.26276E-05
8-Feb-71,3.6312,8.26E-05,8.26207E-05
9-Feb-71,3.6303,-0.000247883,0.000247883
10-Feb-71,3.6315,0.000330497,0.000330497
11-Feb-71,3.6328,0.000357915,0.000357915
16-Feb-71,3.6306,-0.000605777,0.000605777
17-Feb-71,3.6303,-8.26E-05,8.26344E-05
18-Feb-71,3.6308,0.00013772,0.00013772
19-Feb-71,3.6304,-0.000110175,0.000110175
22-Feb-71,3.6302,-5.51E-05,5.50919E-05
23-Feb-71,3.6303,2.75E-05,2.75463E-05
24-Feb-71,3.6303,0,0
25-Feb-71,3.6309,0.000165262,0.000165262
26-Feb-71,3.6363,0.00148613,0.00148613
1-Mar-71,3.6333,-0.000825355,0.000825355
2-Mar-71,3.6318,-0.000412933,0.000412933
3-Mar-71,3.6299,-0.000523293,0.000523293
4-Mar-71,3.6322,0.000633426,0.000633426
5-Mar-71,3.6318,-0.000110132,0.000110132
8-Mar-71,3.6304,-0.000385558,0.000385558
9-Mar-71,3.6304,0,0
10-Mar-71,3.6307,8.26E-05,8.26321E-05
11-Mar-71,3.631,8.26E-05,8.26253E-05
12-Mar-71,3.6332,0.00060571,0.00060571
15-Mar-71,3.6331,-2.75E-05,2.75243E-05
16-Mar-71,3.6337,0.000165135,0.000165135
17-Mar-71,3.6304,-0.000908578,0.000908578
18-Mar-71,3.631,0.000165257,0.000165257
19-Mar-71,3.631,0,0
22-Mar-71,3.6309,-2.75E-05,0.000027541
23-Mar-71,3.6306,-8.26E-05,8.26276E-05
24-Mar-71,3.6303,-8.26E-05,8.26344E-05
25-Mar-71,3.6314,0.000302959,0.000302959
26-Mar-71,3.6311,-8.26E-05,8.26162E-05
29-Mar-71,3.6315,0.000110153,0.000110153
30-Mar-71,3.6304,-0.000302951,0.000302951
31-Mar-71,3.63,-0.000110187,0.000110187
1-Apr-71,3.63,0,0
2-Apr-71,3.6298,-5.51E-05,5.50979E-05
5-Apr-71,3.631,0.000330542,0.000330542
6-Apr-71,3.6304,-0.000165257,0.000165257
7-Apr-71,3.6324,0.000550752,0.000550752
8-Apr-71,3.6319,-0.00013766,0.00013766
9-Apr-71,3.6319,0,0
12-Apr-71,3.633,0.000302826,0.000302826
13-Apr-71,3.6355,0.0006879,0.0006879
14-Apr-71,3.6344,-0.000302618,0.000302618
15-Apr-71,3.6341,-8.25E-05,0.000082548
16-Apr-71,3.6361,0.000550191,0.000550191
19-Apr-71,3.6427,0.001813486,0.001813486
20-Apr-71,3.6403,-0.000659069,0.000659069
21-Apr-71,3.6366,-0.001016917,0.001016917
22-Apr-71,3.636,-0.000165003,0.000165003
23-Apr-71,3.6387,0.000742299,0.000742299
26-Apr-71,3.6377,-0.000274861,0.000274861
27-Apr-71,3.6356,-0.000577455,0.000577455
28-Apr-71,3.6311,-0.001238527,0.001238527
29-Apr-71,3.6323,0.000330424,0.000330424
30-Apr-71,3.6323,0,0
3-May-71,3.6304,-0.000523221,0.000523221
4-May-71,3.6299,-0.000137735,0.000137735
5-May-71,3.58,-0.013842299,0.013842299
6-May-71,3.5819,0.000530585,0.000530585
7-May-71,3.5693,-0.003523888,0.003523888
10-May-71,3.5386,-0.008638329,0.008638329
11-May-71,3.5697,0.00875039,0.00875039
12-May-71,3.5606,-0.002552489,0.002552489
13-May-71,3.5444,-0.004560177,0.004560177
14-May-71,3.5474,0.000846048,0.000846048
17-May-71,3.5468,-0.000169152,0.000169152
18-May-71,3.5461,-0.00019738,0.00019738
19-May-71,3.5311,-0.004238971,0.004238971
20-May-71,3.5069,-0.006876981,0.006876981
21-May-71,3.5014,-0.001569568,0.001569568
24-May-71,3.5082,0.001940197,0.001940197
25-May-71,3.5373,0.008260639,0.008260639
26-May-71,3.5467,0.002653869,0.002653869
27-May-71,3.5453,-0.000394811,0.000394811
28-May-71,3.5483,0.000845833,0.000845833
1-Jun-71,3.5685,0.005676724,0.005676724
2-Jun-71,3.5499,-0.005225905,0.005225905
3-Jun-71,3.5269,-0.006500136,0.006500136
4-Jun-71,3.5255,-0.000397028,0.000397028
7-Jun-71,3.5224,-0.000879695,0.000879695
8-Jun-71,3.518,-0.001249929,0.001249929
9-Jun-71,3.5119,-0.001735445,0.001735445
10-Jun-71,3.5099,-0.000569655,0.000569655
11-Jun-71,3.5078,-0.000598487,0.000598487
14-Jun-71,3.5075,-8.55E-05,8.55273E-05
15-Jun-71,3.5063,-0.000342183,0.000342183
16-Jun-71,3.5046,-0.000484959,0.000484959
17-Jun-71,3.5037,-0.000256838,0.000256838
18-Jun-71,3.5046,0.000256838,0.000256838
21-Jun-71,3.5047,2.85E-05,2.85335E-05
22-Jun-71,3.502,-0.000770691,0.000770691
23-Jun-71,3.495,-0.002000858,0.002000858
24-Jun-71,3.4972,0.000629273,0.000629273
25-Jun-71,3.5012,0.001143119,0.001143119
28-Jun-71,3.502,0.000228467,0.000228467
29-Jun-71,3.4992,-0.000799863,0.000799863
30-Jun-71,3.4971,-0.000600317,0.000600317
1-Jul-71,3.4986,0.000428835,0.000428835
2-Jul-71,3.5007,0.00060006,0.00060006
6-Jul-71,3.5011,0.000114256,0.000114256
7-Jul-71,3.4996,-0.000428529,0.000428529
8-Jul-71,3.5001,0.000142863,0.000142863
9-Jul-71,3.5003,5.71E-05,5.71396E-05
12-Jul-71,3.5006,8.57E-05,8.57033E-05
13-Jul-71,3.5,-0.000171414,0.000171414
14-Jul-71,3.4891,-0.003119145,0.003119145
15-Jul-71,3.4839,-0.001491467,0.001491467
16-Jul-71,3.4736,-0.002960836,0.002960836
19-Jul-71,3.4733,-8.64E-05,8.63695E-05
20-Jul-71,3.475,0.000489328,0.000489328
21-Jul-71,3.4686,-0.001843425,0.001843425
22-Jul-71,3.4651,-0.001009562,0.001009562
23-Jul-71,3.4646,-0.000144306,0.000144306
26-Jul-71,3.464,-0.000173195,0.000173195
27-Jul-71,3.4602,-0.0010976,0.0010976
28-Jul-71,3.4627,0.000722241,0.000722241
29-Jul-71,3.4597,-0.000866751,0.000866751
30-Jul-71,3.4601,0.00011561,0.00011561
2-Aug-71,3.461,0.000260074,0.000260074
3-Aug-71,3.461,0,0
4-Aug-71,3.451,-0.002893521,0.002893521
5-Aug-71,3.4448,-0.001798196,0.001798196
6-Aug-71,3.4463,0.000435344,0.000435344
9-Aug-71,3.4095,-0.010735539,0.010735539
10-Aug-71,3.4089,-0.000175994,0.000175994
11-Aug-71,3.4048,-0.001203458,0.001203458
12-Aug-71,3.3858,-0.005595986,0.005595986
13-Aug-71,3.3883,0.000738105,0.000738105
23-Aug-71,3.4247,0.010685556,0.010685556
24-Aug-71,3.4006,-0.00706199,0.00706199
25-Aug-71,3.3887,-0.00350552,0.00350552
26-Aug-71,3.395,0.001857394,0.001857394
27-Aug-71,3.4008,0.001706937,0.001706937
30-Aug-71,3.3999,-0.000264679,0.000264679
31-Aug-71,3.3985,-0.000411862,0.000411862
1-Sep-71,3.3968,-0.000500346,0.000500346
2-Sep-71,3.3903,-0.001915399,0.001915399
3-Sep-71,3.3883,-0.000590092,0.000590092
7-Sep-71,3.3908,0.000737561,0.000737561
8-Sep-71,3.3921,0.000383317,0.000383317
9-Sep-71,3.3923,5.90E-05,5.89588E-05
10-Sep-71,3.385,-0.002154251,0.002154251
13-Sep-71,3.3844,-0.000177268,0.000177268
14-Sep-71,3.3704,-0.004145206,0.004145206
15-Sep-71,3.3669,-0.001038992,0.001038992
16-Sep-71,3.3676,0.000207885,0.000207885
17-Sep-71,3.3657,-0.000564359,0.000564359
20-Sep-71,3.3361,-0.008833505,0.008833505
21-Sep-71,3.3468,0.003202205,0.003202205
22-Sep-71,3.3356,-0.003352092,0.003352092
23-Sep-71,3.311,-0.007402315,0.007402315
24-Sep-71,3.3136,0.000784953,0.000784953
27-Sep-71,3.3137,3.02E-05,3.01782E-05
28-Sep-71,3.3145,0.000241393,0.000241393
29-Sep-71,3.3133,-0.000362111,0.000362111
30-Sep-71,3.3162,0.000874877,0.000874877
1-Oct-71,3.3199,0.001115113,0.001115113
4-Oct-71,3.3236,0.001113871,0.001113871
5-Oct-71,3.3222,-0.000421319,0.000421319
6-Oct-71,3.317,-0.001566454,0.001566454
7-Oct-71,3.3148,-0.00066347,0.00066347
8-Oct-71,3.3153,0.000150827,0.000150827
12-Oct-71,3.3246,0.002801249,0.002801249
13-Oct-71,3.3277,0.000932009,0.000932009
14-Oct-71,3.3378,0.003030533,0.003030533
15-Oct-71,3.3354,-0.000719295,0.000719295
18-Oct-71,3.3239,-0.00345382,0.00345382
19-Oct-71,3.3212,-0.000812629,0.000812629
20-Oct-71,3.3189,-0.000692761,0.000692761
21-Oct-71,3.3234,0.001354953,0.001354953
22-Oct-71,3.3337,0.003094443,0.003094443
26-Oct-71,3.3311,-0.000780219,0.000780219
27-Oct-71,3.3331,0.000600222,0.000600222
28-Oct-71,3.3353,0.000659828,0.000659828
29-Oct-71,3.3383,0.000899065,0.000899065
1-Nov-71,3.3347,-0.001078975,0.001078975
3-Nov-71,3.3369,0.000659512,0.000659512
4-Nov-71,3.3389,0.000599179,0.000599179
5-Nov-71,3.3393,0.000119793,0.000119793
8-Nov-71,3.3432,0.001167228,0.001167228
9-Nov-71,3.3456,0.000717618,0.000717618
10-Nov-71,3.3484,0.00083657,0.00083657
11-Nov-71,3.3453,-0.000926244,0.000926244
12-Nov-71,3.3399,-0.001615509,0.001615509
15-Nov-71,3.3391,-0.000239557,0.000239557
16-Nov-71,3.3384,-0.000209659,0.000209659
17-Nov-71,3.3376,-0.000239664,0.000239664
18-Nov-71,3.3427,0.001526878,0.001526878
19-Nov-71,3.3354,-0.002186251,0.002186251
22-Nov-71,3.3286,-0.002040817,0.002040817
23-Nov-71,3.3233,-0.00159353,0.00159353
24-Nov-71,3.3102,-0.003949655,0.003949655
26-Nov-71,3.3085,-0.000513696,0.000513696
29-Nov-71,3.3101,0.000483486,0.000483486
30-Nov-71,3.3112,0.000332261,0.000332261
1-Dec-71,3.3039,-0.002207073,0.002207073
2-Dec-71,3.2892,-0.004459215,0.004459215
3-Dec-71,3.2693,-0.006068479,0.006068479
6-Dec-71,3.2497,-0.00601321,0.00601321
7-Dec-71,3.268,0.005615493,0.005615493
8-Dec-71,3.2642,-0.001163467,0.001163467
9-Dec-71,3.2712,0.00214218,0.00214218
10-Dec-71,3.2765,0.001618889,0.001618889
13-Dec-71,3.2755,-0.00030525,0.00030525
14-Dec-71,3.2563,-0.005878948,0.005878948
15-Dec-71,3.2526,-0.001136905,0.001136905
16-Dec-71,3.2569,0.001321146,0.001321146
17-Dec-71,3.2584,0.000460455,0.000460455
21-Dec-71,3.2583,-3.07E-05,3.06904E-05
22-Dec-71,3.2587,0.000122756,0.000122756
23-Dec-71,3.2646,0.001808901,0.001808901
24-Dec-71,3.2669,0.000704279,0.000704279
27-Dec-71,3.276,0.002781643,0.002781643
28-Dec-71,3.2797,0.001128789,0.001128789
29-Dec-71,3.2798,3.05E-05,3.04901E-05
30-Dec-71,3.2688,-0.0033595,0.0033595
31-Dec-71,3.269,6.12E-05,6.11827E-05
3-Jan-72,3.2712,0.000672762,0.000672762
4-Jan-72,3.2733,0.00064176,0.00064176
5-Jan-72,3.2717,-0.000488923,0.000488923
6-Jan-72,3.2642,-0.002295018,0.002295018
7-Jan-72,3.2637,-0.000153189,0.000153189
10-Jan-72,3.2516,-0.003714338,0.003714338
11-Jan-72,3.2494,-0.000676819,0.000676819
12-Jan-72,3.23,-0.005988227,0.005988227
13-Jan-72,3.2149,-0.004685884,0.004685884
14-Jan-72,3.2123,-0.000809062,0.000809062
17-Jan-72,3.2077,-0.001433022,0.001433022
18-Jan-72,3.2191,0.003547648,0.003547648
19-Jan-72,3.2138,-0.00164778,0.00164778
20-Jan-72,3.2191,0.00164778,0.00164778
21-Jan-72,3.2185,-0.000186405,0.000186405
24-Jan-72,3.2103,-0.002551022,0.002551022
25-Jan-72,3.2072,-0.000966108,0.000966108
26-Jan-72,3.2118,0.001433245,0.001433245
27-Jan-72,3.2108,-0.0003114,0.0003114
28-Jan-72,3.2113,0.000155712,0.000155712
31-Jan-72,3.2098,-0.00046721,0.00046721
1-Feb-72,3.2026,-0.00224565,0.00224565
2-Feb-72,3.1847,-0.005604887,0.005604887
3-Feb-72,3.1928,0.002540182,0.002540182
4-Feb-72,3.2031,0.003220816,0.003220816
7-Feb-72,3.199,-0.00128083,0.00128083
8-Feb-72,3.198,-0.000312647,0.000312647
9-Feb-72,3.1908,-0.002253945,0.002253945
10-Feb-72,3.1888,-0.000626999,0.000626999
11-Feb-72,3.1888,0,0
14-Feb-72,3.1867,-0.000658772,0.000658772
15-Feb-72,3.1857,-0.000313853,0.000313853
16-Feb-72,3.1566,-0.009176546,0.009176546
17-Feb-72,3.1736,0.005371091,0.005371091
18-Feb-72,3.1716,-0.000630398,0.000630398
22-Feb-72,3.1761,0.001417837,0.001417837
23-Feb-72,3.1731,-0.000945001,0.000945001
24-Feb-72,3.1796,0.002046375,0.002046375
25-Feb-72,3.1939,0.004487338,0.004487338
28-Feb-72,3.1888,-0.00159807,0.00159807
29-Feb-72,3.1817,-0.002229025,0.002229025
1-Mar-72,3.1807,-0.000314347,0.000314347
2-Mar-72,3.1827,0.000628595,0.000628595
3-Mar-72,3.1827,0,0
6-Mar-72,3.1746,-0.002548253,0.002548253
7-Mar-72,3.1686,-0.00189179,0.00189179
8-Mar-72,3.1601,-0.002686177,0.002686177
9-Mar-72,3.1556,-0.00142502,0.00142502
10-Mar-72,3.1576,0.000633593,0.000633593
13-Mar-72,3.1596,0.000633192,0.000633192
14-Mar-72,3.1646,0.001581228,0.001581228
15-Mar-72,3.1631,-0.000474106,0.000474106
16-Mar-72,3.1666,0.001105898,0.001105898
17-Mar-72,3.2781,0.034605529,0.034605529
20-Mar-72,3.1736,-0.032397396,0.032397396
21-Mar-72,3.1686,-0.00157674,0.00157674
22-Mar-72,3.1711,0.000788681,0.000788681
23-Mar-72,3.1751,0.001260597,0.001260597
24-Mar-72,3.1817,0.002076517,0.002076517
27-Mar-72,3.1726,-0.002864204,0.002864204
28-Mar-72,3.1711,-0.00047291,0.00047291
29-Mar-72,3.1706,-0.000157686,0.000157686
30-Mar-72,3.1691,-0.000473209,0.000473209
31-Mar-72,3.1681,-0.000315597,0.000315597
3-Apr-72,3.1676,-0.000157836,0.000157836
4-Apr-72,3.1711,0.001104327,0.001104327
5-Apr-72,3.1716,0.000157662,0.000157662
6-Apr-72,3.1736,0.000630398,0.000630398
7-Apr-72,3.1721,-0.000472761,0.000472761
10-Apr-72,3.1726,0.000157612,0.000157612
11-Apr-72,3.1726,0,0
12-Apr-72,3.1706,-0.000630597,0.000630597
13-Apr-72,3.1761,0.001733185,0.001733185
14-Apr-72,3.1781,0.000629505,0.000629505
17-Apr-72,3.1786,0.000157314,0.000157314
18-Apr-72,3.1944,0.004958428,0.004958428
19-Apr-72,3.1949,0.000156512,0.000156512
20-Apr-72,3.1842,-0.003354708,0.003354708
21-Apr-72,3.1867,0.000784819,0.000784819
24-Apr-72,3.1771,-0.003017068,0.003017068
25-Apr-72,3.1766,-0.000157389,0.000157389
26-Apr-72,3.1796,0.00094396,0.00094396
27-Apr-72,3.1786,-0.000314554,0.000314554
28-Apr-72,3.1802,0.00050324,0.00050324
1-May-72,3.1786,-0.00050324,0.00050324
2-May-72,3.1822,0.001131933,0.001131933
3-May-72,3.1807,-0.000471483,0.000471483
4-May-72,3.1791,-0.00050316,0.00050316
5-May-72,3.1802,0.00034595,0.00034595
8-May-72,3.1807,0.00015721,0.00015721
9-May-72,3.1746,-0.001919658,0.001919658
10-May-72,3.1741,-0.000157513,0.000157513
11-May-72,3.1761,0.000629901,0.000629901
12-May-72,3.1786,0.000786819,0.000786819
15-May-72,3.1827,0.001289045,0.001289045
16-May-72,3.1865,0.001193243,0.001193243
17-May-72,3.1796,-0.002167733,0.002167733
18-May-72,3.1796,0,0
19-May-72,3.1812,0.000503081,0.000503081
22-May-72,3.1802,-0.000314396,0.000314396
23-May-72,3.1796,-0.000188685,0.000188685
24-May-72,3.1781,-0.000471869,0.000471869
25-May-72,3.1807,0.000817764,0.000817764
26-May-72,3.1789,-0.000566073,0.000566073
30-May-72,3.1761,-0.000881196,0.000881196
31-May-72,3.1761,0,0
1-Jun-72,3.1756,-0.000157438,0.000157438
2-Jun-72,3.1761,0.000157438,0.000157438
5-Jun-72,3.1771,0.000314802,0.000314802
6-Jun-72,3.1786,0.000472017,0.000472017
7-Jun-72,3.1769,-0.00053497,0.00053497
8-Jun-72,3.1751,-0.000566751,0.000566751
9-Jun-72,3.1731,-0.0006301,0.0006301
12-Jun-72,3.1676,-0.001734825,0.001734825
13-Jun-72,3.1636,-0.001263584,0.001263584
14-Jun-72,3.1653,0.000537218,0.000537218
15-Jun-72,3.1631,-0.000695278,0.000695278
16-Jun-72,3.1686,0.001737291,0.001737291
19-Jun-72,3.1711,0.000788681,0.000788681
20-Jun-72,3.1766,0.001732912,0.001732912
21-Jun-72,3.1791,0.000786695,0.000786695
22-Jun-72,3.1913,0.003830219,0.003830219
23-Jun-72,3.1447,-0.014709861,0.014709861
26-Jun-72,3.1496,0.001556965,0.001556965
27-Jun-72,3.1676,0.005698743,0.005698743
28-Jun-72,3.1596,-0.002528766,0.002528766
29-Jun-72,3.1586,-0.000316546,0.000316546
30-Jun-72,3.1506,-0.002535981,0.002535981
3-Jul-72,3.1501,-0.000158713,0.000158713
5-Jul-72,3.1526,0.000793311,0.000793311
6-Jul-72,3.1546,0.000634196,0.000634196
7-Jul-72,3.1521,-0.000792808,0.000792808
10-Jul-72,3.1546,0.000792808,0.000792808
11-Jul-72,3.1548,6.34E-05,6.33975E-05
12-Jul-72,3.1511,-0.001173504,0.001173504
13-Jul-72,3.1506,-0.000158687,0.000158687
14-Jul-72,3.1501,-0.000158713,0.000158713
17-Jul-72,3.1506,0.000158713,0.000158713
18-Jul-72,3.1566,0.001902588,0.001902588
19-Jul-72,3.1691,0.003952137,0.003952137
20-Jul-72,3.1656,-0.001105025,0.001105025
21-Jul-72,3.1706,0.001578233,0.001578233
24-Jul-72,3.1721,0.000472985,0.000472985
25-Jul-72,3.1731,0.000315199,0.000315199
26-Jul-72,3.1711,-0.000630497,0.000630497
27-Jul-72,3.1741,0.000945597,0.000945597
28-Jul-72,3.1756,0.000472463,0.000472463
31-Jul-72,3.1746,-0.000314951,0.000314951
1-Aug-72,3.1764,0.00056684,0.00056684
2-Aug-72,3.1827,0.001981413,0.001981413
3-Aug-72,3.1786,-0.001289045,0.001289045
4-Aug-72,3.1786,0,0
7-Aug-72,3.1776,-0.000314653,0.000314653
8-Aug-72,3.1796,0.000629208,0.000629208
9-Aug-72,3.1817,0.000660242,0.000660242
10-Aug-72,3.1842,0.000785435,0.000785435
11-Aug-72,3.1842,0,0
14-Aug-72,3.1822,-0.000628299,0.000628299
15-Aug-72,3.1857,0.001099264,0.001099264
16-Aug-72,3.1908,0.001599624,0.001599624
17-Aug-72,3.1949,0.001284119,0.001284119
18-Aug-72,3.195,3.13E-05,3.12994E-05
21-Aug-72,3.1985,0.001094862,0.001094862
22-Aug-72,3.1903,-0.002566994,0.002566994
23-Aug-72,3.1878,-0.000783933,0.000783933
24-Aug-72,3.1872,-0.000188235,0.000188235
25-Aug-72,3.1939,0.002099952,0.002099952
28-Aug-72,3.1906,-0.001033754,0.001033754
29-Aug-72,3.1906,0,0
30-Aug-72,3.1878,-0.000877963,0.000877963
31-Aug-72,3.1913,0.001097334,0.001097334
1-Sep-72,3.1898,-0.000470138,0.000470138
5-Sep-72,3.1903,0.000156737,0.000156737
6-Sep-72,3.1888,-0.000470286,0.000470286
7-Sep-72,3.1847,-0.001286577,0.001286577
8-Sep-72,3.1862,0.000470891,0.000470891
11-Sep-72,3.1888,0.000815686,0.000815686
12-Sep-72,3.1898,0.000313548,0.000313548
13-Sep-72,3.1888,-0.000313548,0.000313548
14-Sep-72,3.1906,0.000564316,0.000564316
15-Sep-72,3.1934,0.000877193,0.000877193
18-Sep-72,3.1977,0.001345621,0.001345621
19-Sep-72,3.1957,-0.000625645,0.000625645
20-Sep-72,3.1934,-0.000719976,0.000719976
21-Sep-72,3.1939,0.000156561,0.000156561
22-Sep-72,3.1934,-0.000156561,0.000156561
25-Sep-72,3.1954,0.000626096,0.000626096
26-Sep-72,3.198,0.000813339,0.000813339
27-Sep-72,3.1974,-0.000187635,0.000187635
28-Sep-72,3.2028,0.001687448,0.001687448
29-Sep-72,3.2031,9.37E-05,9.36637E-05
2-Oct-72,3.2118,0.002712437,0.002712437
3-Oct-72,3.214,0.00068474,0.00068474
4-Oct-72,3.2056,-0.002616987,0.002616987
5-Oct-72,3.1969,-0.00271769,0.00271769
6-Oct-72,3.1969,0,0
10-Oct-72,3.201,0.001281671,0.001281671
11-Oct-72,3.208,0.002184429,0.002184429
12-Oct-72,3.2098,0.00056094,0.00056094
13-Oct-72,3.211,0.000373785,0.000373785
16-Oct-72,3.2098,-0.000373785,0.000373785
17-Oct-72,3.2098,0,0
18-Oct-72,3.2056,-0.00130935,0.00130935
19-Oct-72,3.2046,-0.000312003,0.000312003
20-Oct-72,3.2069,0.000717461,0.000717461
24-Oct-72,3.2144,0.002335977,0.002335977
25-Oct-72,3.2051,-0.002897424,0.002897424
26-Oct-72,3.2072,0.000654991,0.000654991
27-Oct-72,3.2072,0,0
30-Oct-72,3.2038,-0.001060677,0.001060677
31-Oct-72,3.2056,0.000561675,0.000561675
1-Nov-72,3.2026,-0.0009363,0.0009363
2-Nov-72,3.2,-0.00081217,0.00081217
3-Nov-72,3.1995,-0.000156262,0.000156262
6-Nov-72,3.2037,0.001311844,0.001311844
8-Nov-72,3.2077,0.001247778,0.001247778
9-Nov-72,3.2056,-0.000654889,0.000654889
10-Nov-72,3.208,0.00074841,0.00074841
13-Nov-72,3.209,0.000311672,0.000311672
14-Nov-72,3.2092,6.23E-05,6.23228E-05
15-Nov-72,3.2071,-0.000654583,0.000654583
16-Nov-72,3.2085,0.000436436,0.000436436
17-Nov-72,3.2092,0.000218147,0.000218147
20-Nov-72,3.2056,-0.001122405,0.001122405
21-Nov-72,3.2044,-0.000374415,0.000374415
22-Nov-72,3.2031,-0.000405774,0.000405774
24-Nov-72,3.2036,0.000156087,0.000156087
27-Nov-72,3.1964,-0.002250001,0.002250001
28-Nov-72,3.199,0.000813084,0.000813084
29-Nov-72,3.1957,-0.001032105,0.001032105
30-Nov-72,3.1934,-0.000719976,0.000719976
1-Dec-72,3.1893,-0.001284723,0.001284723
4-Dec-72,3.1944,0.00159782,0.00159782
5-Dec-72,3.1926,-0.000563645,0.000563645
6-Dec-72,3.1977,0.00159617,0.00159617
7-Dec-72,3.1964,-0.000406625,0.000406625
8-Dec-72,3.1964,0,0
11-Dec-72,3.1969,0.000156414,0.000156414
12-Dec-72,3.1992,0.000719188,0.000719188
13-Dec-72,3.198,-0.000375164,0.000375164
14-Dec-72,3.198,0,0
15-Dec-72,3.2013,0.001031363,0.001031363
18-Dec-72,3.2036,0.0007182,0.0007182
19-Dec-72,3.2041,0.000156062,0.000156062
20-Dec-72,3.2024,-0.000530711,0.000530711
21-Dec-72,3.1981,-0.001343645,0.001343645
22-Dec-72,3.2,0.000593926,0.000593926
26-Dec-72,3.2,0,0
27-Dec-72,3.2031,0.000968281,0.000968281
28-Dec-72,3.2023,-0.000249789,0.000249789
29-Dec-72,3.2018,-0.00015615,0.00015615
2-Jan-73,3.2051,0.001030139,0.001030139
3-Jan-73,3.2044,-0.000218426,0.000218426
4-Jan-73,3.2046,6.24E-05,6.24122E-05
5-Jan-73,3.2051,0.000156014,0.000156014
8-Jan-73,3.2082,0.000966741,0.000966741
9-Jan-73,3.2072,-0.00031175,0.00031175
10-Jan-73,3.2015,-0.001778832,0.001778832
11-Jan-73,3.2041,0.00081179,0.00081179
12-Jan-73,3.2059,0.000561622,0.000561622
15-Jan-73,3.2103,0.001371529,0.001371529
16-Jan-73,3.2108,0.000155737,0.000155737
17-Jan-73,3.21,-0.00024919,0.00024919
18-Jan-73,3.2126,0.000809641,0.000809641
19-Jan-73,3.2139,0.000404575,0.000404575
22-Jan-73,3.1928,-0.006586878,0.006586878
23-Jan-73,3.1959,0.000970464,0.000970464
24-Jan-73,3.1827,-0.004138845,0.004138845
25-Jan-73,3.1848,0.0006596,0.0006596
26-Jan-73,3.1832,-0.000502513,0.000502513
29-Jan-73,3.1646,-0.005860315,0.005860315
30-Jan-73,3.1551,-0.003006474,0.003006474
31-Jan-73,3.1546,-0.000158486,0.000158486
1-Feb-73,3.1502,-0.001395762,0.001395762
2-Feb-73,3.1606,0.00329594,0.00329594
5-Feb-73,3.1531,-0.002375787,0.002375787
6-Feb-73,3.1536,0.000158562,0.000158562
7-Feb-73,3.1501,-0.001110459,0.001110459
8-Feb-73,3.1491,-0.000317501,0.000317501
9-Feb-73,3.1496,0.000158763,0.000158763
13-Feb-73,2.9603,-0.061984846,0.061984846
14-Feb-73,2.8531,-0.036884492,0.036884492
15-Feb-73,2.9533,0.034517067,0.034517067
16-Feb-73,2.9616,0.002806474,0.002806474
20-Feb-73,2.9669,0.001787974,0.001787974
21-Feb-73,2.963,-0.001315368,0.001315368
22-Feb-73,2.9197,-0.014721397,0.014721397
23-Feb-73,2.8802,-0.013621135,0.013621135
26-Feb-73,2.8827,0.000867619,0.000867619
27-Feb-73,2.8575,-0.008780238,0.008780238
28-Feb-73,2.8337,-0.008363838,0.008363838
1-Mar-73,2.8209,-0.004527295,0.004527295
2-Mar-73,2.7701,-0.018172562,0.018172562
5-Mar-73,2.8114,0.014799159,0.014799159
6-Mar-73,2.8058,-0.001993877,0.001993877
7-Mar-73,2.7894,-0.005862184,0.005862184
8-Mar-73,2.7724,-0.006113148,0.006113148
9-Mar-73,2.7778,0.001945876,0.001945876
12-Mar-73,2.7956,0.006387505,0.006387505
13-Mar-73,2.8153,0.007022075,0.007022075
14-Mar-73,2.8169,0.000568162,0.000568162
15-Mar-73,2.8003,-0.005910435,0.005910435
16-Mar-73,2.8329,0.011574368,0.011574368
19-Mar-73,2.8273,-0.001978729,0.001978729
20-Mar-73,2.8249,-0.000849227,0.000849227
21-Mar-73,2.8281,0.001132142,0.001132142
22-Mar-73,2.8273,-0.000282915,0.000282915
23-Mar-73,2.8257,-0.000566071,0.000566071
26-Mar-73,2.8225,-0.001133104,0.001133104
27-Mar-73,2.8249,0.000849949,0.000849949
28-Mar-73,2.8273,0.000849227,0.000849227
